date,nav,scheme_code,scheme_name,fund_house,scheme_type,scheme_category,date_parsed,nav_float
19-03-2014,33.90800,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-19,33.908
18-03-2014,33.86370,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-18,33.8637
14-03-2014,33.81910,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-14,33.8191
13-03-2014,33.87080,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-13,33.8708
12-03-2014,33.91800,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-12,33.918
11-03-2014,33.94430,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-11,33.9443
10-03-2014,33.84790,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-10,33.8479
07-03-2014,33.87330,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-07,33.8733
06-03-2014,33.82200,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-06,33.822
05-03-2014,33.72000,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-05,33.72
04-03-2014,33.65180,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-04,33.6518
03-03-2014,33.48220,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-03,33.4822
28-02-2014,33.49580,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-02-28,33.4958
26-02-2014,33.53750,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-02-26,33.5375
25-02-2014,33.44300,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-02-25,33.443
